id,text,humor_target
tweet20645,"Entender lo que un hombre quiere: 1+1= 

Entender lo que una mujer quiere: ∑∞x=7(−1)+5/8((6^3)n5√4)=",women
tweet662,"Un borracho en moto choca con una señal de tránsito, llega un policía y le pregunta: - ¿no vio la flecha? -No, ni al indio que me la tiró",substance use
tweet17463,"—¿Qué haces abuelo?
—Matando moscas
—Ya mataste alguna?
—4 machos y 2 hembras
—Cómo sabes?
—4 estaban en el vaso de cerveza y 2 en el espejo",men; women
tweet21074,"- ¡Doctor, doctor!, ¿cómo ha ido la operación?

- ¿Operación? ¿No era una autopsia?
#Chistes #Humor #Anecdotas #C...",professions
tweet20646,Riñon + Riñon = 2 Riñones [calculos renales] #chistes via @cris_fajardo jaaaaaa,health
tweet19558,"Amigos, estoy cansado de ser pobre, ayer dejé las perillas de la estufa abiertas para no despertar nunca jamás y resultó que NO HABÍA GAS.",social status
tweet16179,Niños de 12 años con piercings: yo a su edad me ponía los tatuajes de los chicles y me sentía rebelde.,age
tweet17161,Situación sentimental: Acariciando sensualmente toda la pared para encontrar el botón de la luz 💡,self-deprecating
tweet9580,"Dos viejitos conversando:
- ¿Prefieres el sexo o la Navidad?
- ¡Sexo, claro! Navidad hay todos los años.
#Chistes...",age
tweet2922,"Como cuando vas a un restaurante caro y empiezas a leer en árabe de derecha a izquierda, primero el precio y luego el platillo.",self-deprecating; social status
tweet23314,"—Amor, ¿estás enojada?

—Sí, hiciste algo que no me gustó y es mejor aclararlo ahora para que no vuelva a pasar.

*Ninguna mujer nunca*",women
tweet11558,"Yo solo consumo cosas que son sanas para mi cuerpo, como el alcohol, el alcohol desinfecta todas las mamadas que tenemos por dentro.",substance use
tweet21990,"Estudiar 5 minutos, descansar 1 hora",self-deprecating
tweet23027,"—Para este Halloween me voy a vestir y maquillar como si fuera una grandísima puta.
—¡¿MÁS?!",women
tweet23787,"María, me compré condones de sabores, apaga la luz y adivina el sabor.—Mmm, sardina con queso. —Espera que me lo ponga tonta! #XD",men
tweet11668,"Le dice el paciente al doctor: 
-Doctor, doctor, toda la tarde no dejo de pensar en 2+1,2+1,2+1, ¿que es? 
-Estré...",professions
tweet2279,"Venía un sacerdote lleno de arroz hasta en los anteojos. -¿Dónde fue la boda, padre? -Q boda, me vomitó un chino.",ethnicity/origin
tweet3257,―Naces ―Creces ―Tienes novia ―Se baña ―Se cambia ―Se cambia ―Se cambia ―Te mueres ―Se cambia ―No va al funeral porque no supo que ponerse.,women
tweet2856,"- ¿Trabajas? -Obvio, soy ingeniero en mercadotecnia especializado en distribución de productos de belleza - ¿Vendes AVON? -SI.",professions
tweet12437,"#TIPICO Que hacen tres mujeres en una isla desierta?....
Se juntan dos y critican a la otra #XD #RT",women
tweet20569,-Mi marido y yo somos inseparables... Cuando nos peleamos se necesitan hasta 8 vecinos para poder separarnos. #fb,family/relationships
tweet23984,Que me parta un rayo (Un Siamés)  #CHISTES,health
tweet13258,Los feos deberíamos nacer al menos con dinero.,body shaming; self-deprecating
tweet11792,"—Oye guapo, qué ojos tan lindos tienes. 😏 
—Gracias, deberías verlos cuando veo a mi novia, hasta me brillan. 😍 TODOS LOS HOMBRES SIEMPRE",family/relationships
tweet13199,"La pregunta de “¿Tú y yo, que somos?”. Es una notificación que el mes gratis de sexo se acabó. Ahora tienes que decidir si suscribirte o no.",family/relationships
tweet11542,"— Me mordió un reggaetonero. — ¡Te llevaré a un hospital! — Ya es muy T4rd3, m3 conbi3rto — ¡RESISTE! — Y4 7u zAvEes — ¡Lo hemos perdido!",professions
tweet23725,"- A pesar de mis 92 años, todavía trabajo.
- ¿Qué hace, abuela?
- Cuido a una anciana.
#Chistes #Humor #Anecdotas...",age
tweet133,"—Mijo, ¿tan grande y todavía sigues viendo a Peppa la cerda?

—¡MAMÁ ESTOY HABLANDO CON MI NOVIA POR SKYPE!

—JAJA DILE QUE SALTE EN EL LODO",body shaming
tweet20883,"Si todos los caminos conducen a Roma, por qué estoy llegando a lo de mi suegra?",family/relationships
tweet20627,"—Duele, ¿verdad? —¿Qué cosa? —Saber que ya te olvidé. —Bueno… para empezar, ¿quién eres?",family/relationships
tweet630,"Entra una señora a la carnicería y dice:
Deme esa cabeza de cerdo de allí
Y contesta el carnicero:
Perdone señora, pero eso es un espejo",women
tweet21031,"¿Saben por qué el demonio inventó a la suegra? 
 Pues porque él no puede estar en todos lados",family/relationships
tweet23246,"Mi esposa me dice que si volviera a nacer se volvería a casar conmigo. No entiendo porque tanto odio, ¿Que le he hecho yo a esta mujer?",family/relationships
tweet13971,"El que sabe, sabe... Y el que no sabe es jefe. #MaximasFilosoficas #fb",professions
tweet23690,"RT @PedroTonio: @ChisteMalo -Hijo muy bonita esta tablita para picar cebolla, ¡con luz! -¡MAMÁ NOOO, ESE ES MI IPAD!!",age
tweet5820,"—Hijo, deberías volver a la casa

—Que no mamá, ya soy autosuficiente. Mejor dime cuántas tazas de Suavitel debo ponerle al arroz.",self-deprecating
tweet4505,—¿Que recibiste esta Navidad? —Kilos.,self-deprecating
tweet11755,Puedo recordar los atajos de Mario Bros que aprendí hace dos décadas pero ya olvidé a qué vine a la cocina.,self-deprecating
tweet5704,"A mi me gustaria que mi suegra fuera una estrella. ¿Sí? ¿Para que te lleve a Hollywood? No, para que estuviese a 3000 años luz.",family/relationships
tweet20325,A un borracho amigo mío le dicen Barco nuevo: hay que empujarlo para que toque el agua #chistes via @diazdangelo,substance use
tweet14469,"AVISO A LOS HOMBRES: Con el corazón de una mujer no se juega, para eso está el clitoris...",women
tweet20365,CÓMO INICIAR LA TERCERA GUERRA MUNDIAL: 1. Crear un grupo de WhatsApp 2. Meter a tus ex. 3. Escribir TE QUIERO. 4. Abandonar el grupo.,technology
tweet9691,Llamadas perdidas: Papá (2) hermana (1) hermano (1) Mamá (78).,women
tweet3538,"-¿Doctor, que es lo que tengo? -Sabe como se dice ""dos más"" en inglés -¿Two more? -Exacto, tienes un two more maligno.",health
tweet5291,"El ""NO"" de las mujeres proviene del latín ""ruégame un poquito más"".",women
tweet3537,Cómo le dicen los vaqueros a su hija? - ¡Hhhiiiiiijjjjjjjaaaaaa!  #chistes #humor,ethnicity/origin
tweet22771,"Vengo a visitar a mi abuela
+ Perdóname tade que te reciba así
- que te paso abue??
+ Toy mamada, estaba tomando Gancia y me mame",family/relationships
tweet17118,"—Hijita, te habla José.
—¿Cual José?
—El que te cogió y se fue JAJAJA.
—¡ABUELO! :'(
—Ay hija desde que te violaron estas insoportable.",sexual aggressors
tweet7865,"-¿Oíste? ¡Te dijo PUTA! -¿QUEE? 
¿Cómo se atreve? 
Cuídame un momento la esquina ahorita regreso.",women
tweet14358,"Mamaá En el noticiero Hay 11 Muertos , Nono HIja esta jugando Argentina..
#chistes",professions
tweet4166,Un hombre que mide menos de 1.70 no puede andar por la vida exigiendo respeto. Es ilógico.,body shaming; men
tweet7770,"Mi amor que tienes? estas celosa? No para nada, bueno entonces dame un besito si? Pediselo a la rubiecita esa! ¬¬",family/relationships
tweet21452,"—¿Eres fan de Apple? —No. —¡¿Y esa tablet?! —Es mi novia, abuelo, ya déjala en paz. —Mira tiene mini teclas. —¡ABUELO! — JAJAJÁ —:(",age
tweet22925,"- Con todo incluido

* Yo, ligando",self-deprecating
tweet20565,"cHIcas, cuando un hombre les mire el escote no es porque esté intentando mirar sus tetas, sino su corazón #XD",men
tweet16363,"Estuve con una mina y ahora parezco el Barça
-Fue un espectáculo?
-No, la estuve tocando una hora y me fui a casa sin meterla",self-deprecating
tweet23633,—¿Por qué quiere divorciarse de esta hermosa mujer? —Quiere estar tirando todo el tiempo. —¡Muchos hombres estarían felices! —¡LO ESTÁN!,family/relationships
tweet3007,"-Cariño, te veo mejor! -¿Pero cómo? ¡Si estoy más gorda! -Pues eso, que te veo mejor... #chistes",body shaming; women
tweet10306,M.A.E.S.T.R.A = [M]ujer [A]margada [E]specializada [S]obre [T]emas [R]ealmente [A]burridos.,professions
tweet9144,"—Se murió el abuelo, ¿ahora qué hacemos?
—Pongamos la imagen de un listón negro en Facebook.
—Sí sí, a la verga el abuelo.",technology
tweet6690,No hay sonido más hermoso que la risa de un bebé. A menos que sea la 1:00 a.m. Y NO TENGAS UN BEBÉ. :),age
tweet20272,"Hoy tengo masajista, la última vez me puso tanto aceite que llegué a casa y lo usé para las papas fritas",professions
tweet22152,"Conocerse por Twitter y terminar por culpa de Facebook. 
   
Feliz Día Mundial del Internet.",technology
tweet7568,"""Si Bod Dylan pudo, a huevo que también yo puedo""

–Ricardo Arjona. #ElViceReporta",professions
tweet13378,"-No sé si me ama, ¿vos que harías en mi lugar? 
-Dieta.",body shaming
tweet2545,Me caga cuando en el camión me ganan el asiento junto a la ventana. Es el único placer que la pobreza me puede dar y me lo quitan.,social status
tweet19778,Maldito traductor de Google escribo NARIZ y me dice NOSE u.u #XD #JAJAJA #RT,technology
tweet21728,—¡Oye qué bonito tatuaje de un ciempiés!    —Es mi cesárea.,body shaming
tweet1577,"En mis tiempos, los empates se arreglaban viendo quién la tenía más grande. #CaneloGolovkin",men
tweet23684,"Yo tengo hambre todo el día, si no tengo hambre tengo flojera, y si no tengo flojera tengo sueño, y así todos los días.",self-deprecating
tweet22807,"#Chiste: Si la montaña viene a ti...¡corre, es un derrumbe
La inteligencia me persigue, pero yo soy más rapido #chistes RT.",self-deprecating
tweet9258,"—Abuela, soy drogadicto. —No pasa nada. —He matado a un hombre. —Ya se olvidará. —No he comido —¿¡QUE NO HAS COMIDO!? Siéntate.",family/relationships
tweet7828,"—¿Cuánto el cuarto con jacuzzi?
—$600
—¿El sencillo?
—$300
—¿Los condones?
—$80
—¿Me deja masturbar aquí en el lobby el 14 de Febrero?",social status
tweet13427,"—¿Nivel de inglés?

—Alto.

—Diga una frase con «Tell Me Now».

—Para el Bayern la Champions se ha Tell Me Now...

—Contratado.",professions
tweet3033,En el autobús la señora le reclama al borracho: -Es que no puede poner las manos en otro sitio? -No me tiente! No me tiente! #fb,substance use
tweet6269,"Si eres gorda y no tienes tetas, debes ser consciente de que tu existencia es un error.",body shaming; women
tweet13202,Tal vez mi celular está en modo ahorro de mensajes y por eso no recibo ni uno.,self-deprecating
tweet13712,Si comerse la mierda fuese un deporte tuviese mas medallas de oro que Michael Phelps..,self-deprecating
tweet6867,"Mi mamá me dejó en visto, de seguro tiene otro hijo y le está contestando. Seguro ya no me quiere. Se acabó. No puedo seguir. Así no.",age
tweet19514,"—Doctor, ¡DOCTOR!, ME SALEN PELOS POR TODOS LADOS, ¿QUÉ PADEZCO, QUÉ PADEZCO? —Padeces un osito. —Awww, abráceme.",health; professions
tweet1846,"—¿Ya viste la foto de Alejandro Fernández?

—Sí, ya la VIH.",health
tweet10001,"- Amor, ¿me queda bien el disfraz?
- Sí, amor, te ves bonita de vaca.
- ¿Vaca? ¡Pero si voy de dálmata!
#Chistes ...",body shaming
tweet9022,"—¿Nivel de inglés?
—Alto.
—Traduzca vidrio.
—Glass.
—Úselo en una frase.
—Glassias pol la entlevista.
—JAJAJA. Maldito chino.
—¡SOY TELIBLE!",ethnicity/origin
tweet8563,"-Describí tu vida sexual en dos palabras
- Mi qué?",self-deprecating
tweet201,"Danos hoy el tweet de cada día
Perdona nuestros Unfollows",religion
tweet2114,"Ella; hola Mi vida ¿donde andas? 
El; en mi casa, a punto de dormir ¿y vos? 
Ella; en el bar, atrás de vos ¬¬
El; .__.",family/relationships
tweet18554,"Mijo, tú que estudiaste ingeniería en alimentos, prepárale su torta de chilaquiles a tu tío Aristos. #DiadelIngeniero",professions
tweet16139,"Fresa con bata blanca ensangrentada - Médico.

Naco con bata blanca ensangrentada - Carnicero.",social status
tweet1015,"—¿Pepito, quien fue Juana de Arco? —Una drogadicta maestra. —¿De donde sacas eso? —El libro dice que murió por heroína.",substance use
tweet12954,"Una madre a su hija: -Es tan desagradable tu último novio, ¡que seré su suegra con verdadero placer! #felizdiadelasmadres #fb",family/relationships
tweet14493,¿Cuál es el colmo de un astronauta...? Enfermarse de gravedad,professions
tweet8903,"—¡Taxi! ¿Está libre?
—Si
—¡VIVA LA LIBERTAD!",professions
tweet14327,When la única manera de dejar de querer morirme es con chocolate y ya te comi 3 paquetes xd,self-deprecating
tweet346,"Las mujeres quieren a alguien que las proteja y las haga reír, algo así como un payaso ninja...",women
tweet5253,"-Hijo ¿Esta Drogado? -No lo de la nariz es harina, los ojos rojos conjuntivitis y ese unicornio no es mío.",substance use
tweet23508,"La película de ""Ratatouille"" me recuerda a mi ex. Cocinaba rico la rata esa.",family/relationships
tweet2170,"Antes a las mujeres se les  enamoraba sacándoles una sonrisa, hoy en día para que las enamores, tienes que sacarlas de pobres.

LAMENTABLE.",women
tweet2166,"¡Ya llegó Santa!
    　  ∧_∧
　 （・ω・)
　 ＿|　⊃／(＿＿_　　　　
／　 L (＿＿＿_／

Ah no, es mi papá bien pedo.

   ＜⌒／ヽ-､_＿_
／＜_/＿＿＿＿／”",substance use
tweet2579,"— Lo que una adolescente embarazada piensa: ""Mi mamá me va a matar"". — Lo que el feto piensa: ""Mi mamá me va a matar""",age; women
tweet10963,"-Mesero, quiero devolver este platillo.
-¿Por qué señor?
-Porque solo tuvo dos me gusta en Instagram. 
-Enseguida le traigo otro.",professions
tweet6457,"Me viene a buscar para q salgamos a correr ,relations goals? O estamos muy gordos?",family/relationships
tweet21532,"—Skrillex, ¿Qué se siente estar enamorado? —Asdfghjklñqwertyuiop &lt;3.",professions
tweet14785,"El idiota grita, el inteligente opina, y el sabio calla... Por eso no contesto nada en clase.",self-deprecating
tweet21312,"El albañil no recuerda, reevoca",professions
tweet9727,"Entra seco y oliendo a goma, pero sale mojado y oliendo a pescado. ¿Qué es...? El buzo. #fb",women
tweet20563,"Nivel de enojo de una mujer:
(: = Enojada.
(: = Enojadisima.
(: = Demasiado enojada.
(: = Extremadamente enojada.
Ok = RUN FORREST RUN.",women
tweet13146,Si las mujeres gobernaran no habría III Guerra Mundial sólo grupitos de países hablando mal de otros y sonriéndose entre sí.,women
tweet19005,"#chiste ‎-Dr no levanto la cabeza, hago muecas, me río solo, me hablan y no atiendo, ¿que tengo? -seguramente un Blackberry #chistes RT",technology
tweet2651,A los manotazos como mudo que vio un ovni...,health
tweet3343,Una reciente investigación revela que el lesbianismo es causado por una enzima... Si una encima de la otra...,lgbt
tweet13316,Un héroe que se llame Súper Chino y que siempre tenga monedas y envases.,ethnicity/origin
tweet22748,"Salir conmigo

– Pros: salir

– Contras: conmigo",self-deprecating
tweet23512,#LoChileroDeMiNiñez Me creia entrenador Pokemon con unos TAZOS en la bolsa.,self-deprecating
tweet19198,«Ya quiero tener novia para esperar horas y horas afuera de los probadores de ropa sin enojarme» —Dijo nunca nadie en la vida.,women
tweet22128,"—Tú, gorda. Un café
—Oiga respete. ¿Si usted fuera mesero y yo lo insultara?
—Póngame a prueba
—Tú, idiota. Café
—Aquí no atendemos gordas.",body shaming
tweet665,"—Amor, ¿Estoy gorda? —No, tienes el cuerpo común. —¿Común? —Sí, común balón pinche gorda, ¡MÉTETE AL GIMNASIO!",body shaming; women
tweet17082,"Frases Típicas De Mamá: ""¡Porque soy tu mamá y punto!""",family/relationships
tweet8729,"—Doctor me duele mucho la cintura, ¿que tengo?
— Pues dolor de cintura, usted mismo lo acaba de decir.
—Gracias doctor.
—De nada, siguiente.",professions
tweet23950,¿Ponerme triste porque te caes? Jajaja! #NiQueFueras Twitter o Internet.,technology
tweet1975,"Señoras y señoritas, casadas y solteritas, se las meten estiraditas y se las sacan arrugaditas. (Las medias de nylon) #fb",women
tweet3908,"Tengo una buena noticia, las ganas de morir se me fueron, ahora solo tengo ganas de desaparecer.",self-deprecating
tweet14813,"2014 : Este será mi año.
2015 : Este será mi año.
2016 : Este será mi año.
2050 : Este será mi año.",self-deprecating
tweet2598,"—¿Oye y para fin de año que vas a hacer?

—Talla 40, we 😭",body shaming; self-deprecating
tweet19345,"- Papi, me ayudas con los deberes? -Si -Que es patentar? -Sabes esas minifaldas que se pone siempre tu madre?  Pues son patentar a tu padre",men
tweet10303,"""Yo sería bien puta"" 

—Un hombre diciendo cómo sería si fuera mujer.",men
tweet1188,Cupido me flecho con la comida.,self-deprecating
tweet6564,"- Como te puedo hacer feliz en la cama? 
- No me despiertes!

**Todas las mujeres**",women
tweet3885,"Cuando una mujer te responda ""OK"", lee toda la conversación y revisa donde la cagaste.",women
tweet20492,"En Navidad, si ves a tu ex con otro(a), no te emputes, recuerda q estás donando un juguete usado a los mas necesitados",family/relationships
tweet7018,"Soy el Miss Colombia de la Navidad, las coronas me duran menos de 3 minutos.",self-deprecating
tweet7772,Feo + Guapa = Seguro tiene dinero. Guapo + Fea = La embarazó sin querer. Guapo + Guapa = Son infieles. Feo + Fea = AMOR.,body shaming
tweet3588,#LaMejorEleccion dijo un chino después de tomar viagra,ethnicity/origin
tweet744,"Dos madres hablando:
- ¡Dígale a su hijo que me deje de imitar!
- Jaimito, ¡deja de hacer el idiota!",age
tweet5165,"""Ahhh ok, muchas gracias""

—Yo, después de no haber entendido nada cuando pregunto por una dirección.",self-deprecating
tweet23327,"EL APELLIDO DE ADAN Y EVA, ERA PEREZ... PORQUE DIOS LES DIJO, ""SI COMEN DE ESTA MANZANA, PEREZ SERAN.",religion
tweet5941,—¿Eres ganadero? —No. —¿Y qué haces con esa vaca? —¡Papá! deja a mi novia en paz. —JAJAJÁ que nos deje un litro de leche o se va. —¡Ya :( !,body shaming; women
tweet2984,Me voy a dormir porque los Testigos de Jehová no se van atender sólos mañana.,religion
tweet22493,Si un rottweiler te mueve la cola tiene Alzheimer,health
tweet9564,"—¿Vas a viajar esta Navidad?
—No puedo, mi religión me prohíbe salir de la ciudad.
—¿Cuál es tu religión?
—La pobreza.😢
—Amén hermano.🙏",social status
tweet20664,"""Pues ahorita prefiero echarle ganas a la escuela, no tengo tiempo para noviazgos"". —Yo, tratando de disimular mi soledad. 😢",self-deprecating
tweet12898,"-Buenas tardes ¿Encontró todo lo que buscaba?
-No, no está el amor de mi vida.
-Pasillo 6: vinos y licores. 
-¡Gracias! 
-Para servirle.",substance use
tweet3034,"—Un refresco
—Cola o Pepsi?
—Cola
—Normal o light?
—Normal
—Lata o botella?
—Botella
—Grande o pequeña?
—Vete a la mierda
—Ahora o después?",professions
tweet19759,"No es Puta, es apta para todo tipo de público.",women
tweet21029,"Sooooldados! Armaas al hombro!... ¡El del tanque no, bestia!",professions
tweet22112,Mi habilidad en la cocina es: asaltar el refrigerador.,self-deprecating
tweet19952,"“Es lindo, guapo, atento, detallista, caballeroso, me trata bien y me hace reír... ¡QUE SE VAYA A LA VERGA!”

—Todas las mujeres.",women
tweet21850,Al menos Dilma Rousseff ya podrá regresar al lado de su esposo Pedro y su hija Pebbles.,professions
tweet3927,"""Reinicia tu computadora""

—El  paracetamol de los ingenieros en sistemas.",professions
tweet16632,"Para ti yo siempre fui un imbécil, pero era tu imbécil y con eso me bastaba.",self-deprecating
tweet19614,"“Todas las amigas de mi novio son putas, menos la gorda, ella es bien linda”.    -Todas las mujeres.",women
tweet19775,"—Tú mamá tiene cara de ser mi suegra.
—¿Me estas pidiendo que salgamos?
—No, que me presentes a tú hermana.",family/relationships
tweet20668,"¿Cómo se dice suegra en ruso?.
Storvo.",family/relationships
tweet19289,RT @cciurlizza: ¿Por qué las puertas de las iglesias son TAN grandes?  Para que pase el Altísimo. :),religion
tweet4806,"- Ibamos YO y Manolo... - ¡Nooo tonto, ibamos Manolo y YO...!- Ahhh bueno hpta! entonces yo no iba?",ethnicity/origin
tweet3593,"Mi Suegra es tan fea.. Que el Cigarrillo la dejó a ella.. 
#antitabaco #chistes",family/relationships
tweet21045,"#tipico Los hombres son como los músicos:
-vienen, tocan y se van #jajaja #RT",men
tweet22576,"-Oye, estás muy guapa. 
-Dime algo que no sepa.
-Estacionarte.",women
tweet19110,Gay es el que probó y probó y probó y probó.,lgbt
tweet5159,"Que bueno que ya salió el iPhone 7, así baja el 6, rematan el 5 y podré comprarme un Alcatel.",social status
tweet12324,"— Hola ¿Cómo te llamas?
— Vanessah, con ""v"" y ""h""
— ¿Con VIH? ¡Aléjate de mí,puta sidosa!!!",health
tweet11927,"no se vale decir que sos nalgona, cuando estas gorda :v guau",body shaming
tweet21653,"18 años: te molesta que en un bar no haya gente.
25 años: te molesta que en un bar haya mucha gente.
30 años: te molesta la gente.",age
tweet23749,Amigo que va al Gimnasio a hacer nalga. #UnaAmigaMás,men
tweet10750,"— ¿Amigo, te pasa algo? — Si, por poco atropello a mi suegra... — ¿Te fallaron los frenos? — No, el acelerador.",family/relationships
tweet20003,"RT @leyele: Manolo ¿Queréis ser testigo de Jehová? - ¡Coño, pero si ni siquiera he visto el accidente!",religion
tweet22799,"-Hijo, algún día todo esto que ves será tuyo -Pero papá, soy ciego -Y yo pobre JAJAJA",health; social status
tweet20496,"-Mamá, ¿por qué los penes son feos? -Ay hija, si feo lo chupas... Bonito te lo comes.",women
tweet21533,"Estoy pedo no pendejo.

— Yo pedo y pendejo.",substance use
tweet16037,"Mi mamá también me dijo: ""hasta que tengas 18 años..."". Al cumplir los 18, la frase cambia por: ""mientras vivas bajo este techo..."".",family/relationships
tweet10361,Estudiar 1 hora y hacer  una pequeña pausa de 5 meses.,self-deprecating
tweet6946,Leí por ahí que en unos 20 años ya no existirá el dinero físico. En mi casa como siempre adelantándonos al futuro.,social status
tweet14253,"—Te amo.

—¡UN GENGAR!

#PokémonHalloween",body shaming
tweet2411,"Maestra: -Los estúpidos de pie! Pepe se para -¿Eres estúpido? -No, es que me da cosa verla parada solita!",age
tweet20677,"Salgo a correr todos los días y cada vez me entra menos ropa. Creo que el jugo que tomo para bajar la hamburguesa al volver, no va.",body shaming
tweet12651,Situación Sentimental: Cupido me hace Bullying.,self-deprecating
tweet4401,Cuando mi abuelo tenía 70 años el médico le recomendó que caminara 10 km diarios... ahora tiene 80 años y no sabemos dónde está.,age
tweet15314,"Sujetador con relleno, extensiones de pelo, uñas postizas, maquillaje. Y luego se quejan por no encontrar a un hombre de verdad.",women
tweet6139,"¿Tienes algún pedo o qué?

— Yo, defendiendo mi punto de vista diplomáticamente.",self-deprecating
tweet17181,Capitán: -¡Suelten amarras! Y Marras mordió a todos...,professions
tweet12589,"Si ser pendejo fuese ilegal, mínimo tendría tres cadenas perpetuas.",self-deprecating
tweet20253,"- doctor, cuando me tomo un cafe me duele el ojo.
- Ha probado usted a apartar la cucharilla ?",professions
tweet16085,"Ame a su prójimo, siempre que no sea mi señora. #MaximasFilosoficas #fb",religion
tweet2111,"Nos burlamos de las mujeres que van a ver 50 Sombras de Grey pero nosotros vemos Dragon Ball, Transformers, Avengers y más cosas de frikis.",men
tweet16478,"Si mi cuerpo está compuesto en un 70% por agua, entonces no estoy gordo, estoy inundado.",body shaming; self-deprecating
tweet23496,"Vengo a contarles mi programa electoral.
.
- Empiece usted por las mentiras.",professions
tweet2147,"—Mamá ¿me cuentas un chiste? —No hijo, mejor ayudame a limpiar —Ja ja ja... buenísimo, otro otro!",family/relationships
tweet1435,"Quedate con la que te manda fotos en bolas cuando bace frío, con calor cualquiera se saca fotos en bolas.",women
tweet11596,"En 6 meses se termina el año, y de los 5 kilos que quería adelgazar ya nada más me faltan 15.",self-deprecating
tweet23096,"Un hombre con barba enamora, pero un hombre con barbacoa enloquece.",men
tweet21108,"Luego del almuerzo sigo tan triste que haré un bolero que se llame ""El aguacate que abrí no estaba para hoy""",professions; self-deprecating
tweet23869,"—Dame una razón por la cual no andarías conmigo.

—Quiero tener hijos bonitos.",body shaming
tweet20430,"Estoy escribiendo un libro de auto-ayuda. el nombre del libro es
""NO SEAS PELOTUDO"" #chistes",self-deprecating
tweet21065,"Cosas que nunca vamos a ver:

-Una vaca volando.
-Un profesor de educación física corriendo.",professions
tweet23038,"Frase en un lavadero de autos:
Dejar el auto como dios manda. Ha lavado el señor. #frases",religion
tweet7732,"Tengo un complejo de inferioridad tan grande ,que uso los síntomas de otro
#LCV #frases #chistes",self-deprecating
tweet5254,"más lento que desfile de rengos
#chistes",health
tweet22542,¿Cómo se llama a una rubia teñida de moreno? Inteligencia artificial.,women
tweet3360,"Te entro como testigo de Jehova sordo, al timbre...",religion
tweet19902,"Los leggins son como la energía nuclear, según quien los posean puede ser maravilloso para el planeta o una catástrofe para la humanidad.",body shaming
tweet10342,"-Mi mamá es secretaria, y la tuya? -Tiene el trabajo más antiguo del mundo -Prostituta? -No, se dedica a la pintura rupestre",professions
tweet11196,"Si hay que dormir, se duerme. Y si hay que estudiar, se duerme.",self-deprecating
tweet14747,"""Niñas de 14 años que..."". —Dijo la niña de 15 años.",age
tweet3594,"El Ministerio de Salud tendría que advertir: CUIDADO, SALIR DE VACACIONES CON ADOLESCENTES ES PERJUDICIAL PARA LA SALUD.",age
tweet3069,"Amor, ¿ya pagaste el recibo de la luz? -¿Para qué? si con la luz de tus ojos me basta. -¿Gastaste el dinero en cerveza verdad pendejo? -Si",family/relationships; substance use
tweet3920,"Estén claros que si las presidenciales las gana el pastorsito, tenemos que dar el 10% de nuestro sueldo todos los domingos JAJAJAJAJAJA",professions; religion
tweet19848,"No todos los hombres somos iguales, cada uno la cagamos a nuestra manera.",men; self-deprecating
tweet18620,"–¿Cómo te das cuenta que tu esposo está muerto? –Ni idea –El sexo es el mismo, pero tú tienes el control remoto de la T.V. #fb",men
tweet8356,"—Mamá, saldré con mis amigas —Te quitas la minifalda o no vas —¿Por qué Mamá? —Porque es muy corta —¿Y qué? —Que se te ven los huevos Miguel",lgbt
tweet447,"Dicen que hay 140 calorías en una lata de Coca-Cola, pero aquí está mi secreto: nunca me como la lata.",body shaming
tweet19524,La delgada línea entre tener pareja y tener un okupa.,family/relationships
tweet1206,"Yo nací pobre pero no pelotudo, pelotudo quedé con el paso del tiempo.",self-deprecating; social status
tweet20065,RT @ferticidio: Era tan pero tan fea que en vez de menstruacion tenia mounstracion! :p,body shaming; women
tweet6762,"Dios, estoy cansado de ser pobre y vos cansado de mis quejas. Si pensas bien y me das plata los dos podemos salir ganando.",social status
tweet18641,"Vieja, cuando te mueras pondré en tu lapida…
—“Aquí mi mujer, fría y seca como siempre”
—¿Sí? Entonces la tuya dirá…“Mi esposo, al fin duro”",age; family/relationships
tweet12122,"Si el chofer del Uber tiene el tono de piel más claro que el de ustedes, pásenlo para atrás y manejen ustedes. Tengan un poquito de respeto.",ethnicity/origin
tweet20694,"Dos enfermeras comentan al ver pasar a un médico:
- Qué bien que se viste el doctor Garcés!
- Si, y qué rápido!
...",professions
tweet19984,"—Pinche cruda Pedro, no mames.

—Jesús, eso no puede ir en la biblia.

—Bueno entonces ponle: “Y resucitó al tercer día...""",religion
tweet21660,"""Que noche la de anoche, como me gustaría repetirla"". 

—Juanito, 15 años, virgen, tomó a escondidas dos vasos de cerveza.",age
tweet18152,"Los hombres son como las olas: vienen, rompen y se van. #fb",men
tweet22410,"-¡Un camión partió a tu suegra en dos!  -¡Qué horror! Por Dios, por que me castigas a si Diosito ¿Ahora qué voy a hacer con dos suegras?",family/relationships
tweet6570,"Si tu pareja te dice ""Tenemos que hablar"" no puede ser nada bueno... a menos que sea muda, entonces es un milagro ¡ALABADO SEA CRISTOJAJAAJA",women
tweet8518,"—Amor soñé horrible, todos me decían gorda y tragona.
—Tranquila mi amor, sólo es una pesadilla.
—¿Una Quesadilla?, ¿dónde, dónde? #Hahaween",body shaming
tweet11167,#MalumaEsMejorQueJohnLennon Y Daddy Yankee es el nuevo Tupac Shakur.,professions
tweet21986,"Tenía un chiste buenísimo para contarte que se te iban hasta caer las tetas! pero te vi y dije -Na, ya se lo contaron #xD #JAJAJA #RT",body shaming
