id,text,humor_mechanism
tweet10058,"Todo es risa y diversión hasta que mi teléfono dice ""Batería Baja""",exaggeration
tweet22610,"Tantos lugares lindos, paisajes, sitios interesantes en donde tomarse fotos, pero no , ella prefiere en el baño #XD",reference
tweet11550,Messi en el banco se mueve más que Higuaín.,exaggeration
tweet918,"Me acaban de regalar un sombrero, ahora voy a tener que comprar un rancho y 100 caballos, ni modo de tenerlo ahí guardado a lo pendejo.",exaggeration
tweet21822,"-Hijo, ¿tienes gripa? -Do mama, ¿pod que? :)",irony
tweet7550,"—Mi hijo está en la facultad de medicina.
—¿En qué año?
—No, está en un frasco con formol.",misunderstanding
tweet756,"-Mi mujer cuando se desnuda en la cama es como una llama -¿Es ardiente y fogosa? -¡No, es peluda y escupe! jajaja",wordplay
tweet17537,"""Riquelme pasate a nafta hijo de puta"" #chistes",reference
tweet5421,#MientrasTantoEnUnUniversoParalelo el Reggaeton sigue siendo un asco.,parody
tweet1255,"Había un albañil tan malo tan malo, que se le caía hasta el muro del Facebook!",analogy
tweet11334,"Dañado.
Maltratado.
Quebrado.
Frágil.

Los productos para el cabello parecieran estar hechos para el corazón.",wordplay
tweet11073,"Mujeres, si buscan un hombre tierno, romántico, lindo y detallista, les informo que esos hombres ya tienen NOVIO.",stereotype
tweet10342,"-Mi mamá es secretaria, y la tuya? -Tiene el trabajo más antiguo del mundo -Prostituta? -No, se dedica a la pintura rupestre",exaggeration
tweet13364,"— No puedo dejar de pensar en ti, ¿qué me diste?
— Las nalgas.
— Ah, ya.",absurd
tweet502,"“Que se vaya a la mierda, no le voy a rogar""

—Yo antes de rogarle.",reference
tweet23133,"Insoportable el mozo que quiere caer bien y te pregunta si está rica la comida. TENGO MEDIA HAMBURGUESA EN LA BOCA, ¿ME PODES DEJAR EN PAZ?",reference
tweet3371,"- le llamamos por una encuesta. ¿Su nombre?
- Adán.
- ¿el de su mujer?
- Eva.
- Increíble, ¿la serpiente vive aquí también?
- Si ¡¡SUEGRAA!!",parody
tweet23373,El Pato Lucas siempre fue más gracioso que el Pato Donald pero nunca se lo reconocieron porque era negro,absurd
tweet4532,"Mario Bros cruzó 200 mundos, mató a 4000 enemigos sólo para ver a su princesa y tú no eres capaz de mandarle un jodido mensaje.",analogy
tweet5533,"-Papá, Papá!!! Me regalas un Iphone? -Como te va en los estudios??? -Olvidalo, ya no quiero nada!.",embarrassment
tweet21638,"La otra noche una cucaracha se posó en mi cama, no la mate por que hace años que no dormía con alguien.",absurd
tweet23724,"— Doctor, ¿cómo salieron los análisis?. — Tiene un 98% de alcohol en la  — ¿Sólo 98%?. chingado ¡El Pinche hielo!",unmasking
tweet16957,"Top 5 maneras distintas de decir “NO”:

1. Estaría padre
2. Sí, yo te aviso
3. Déjame ver
4. Cuando quieras
5. Jaja",reference
tweet16471,"#ChauAplazo

-Mencione un hecho importante en la vida de Belgrano
-Mandar a River a la B
-Aprobado",absurd
tweet15335,Mi mente le hace bullying a mis sentimientos.,exaggeration
tweet15314,"Sujetador con relleno, extensiones de pelo, uñas postizas, maquillaje. Y luego se quejan por no encontrar a un hombre de verdad.",stereotype
tweet10057,"Milenio: 1000 años. 

Siglo: 100 años. 

Década: 10 años. 

""JuNtos xrA smpre(L)"": De 2 a 4 semanas.",irony
tweet11770,Soy muy buenO en la cama... ¡Puedo dormir por horas sin despertarme #jajaja #MalPensados #RT,unmasking
tweet11195,"Qué le dice un techo a otro?
techo de menos  #chistes #humor #techista",wordplay
tweet11146,"—¿Y tu dignidad? 
—Por ahí, en algún WhatsApp...",embarrassment
tweet817,Un cubano a su esposa: -Traime agua negra! Y le dice la esposa: -Tu lo que quieres es una coca cola chico!,misunderstanding
tweet20700,"Ir al cine $500
Ir a la cancha $700
Ir a comer $500
Netflix $400
Salir $500
Menos mal que dormir todavía es gratis",reference
tweet825,"Una mujer tan fea, tan fea que le dicen la tortilla de arriba... Porque todos la manosean pero nadie se la come... #fb",analogy
tweet11180,"La mejor receta de 3 ingredientes:

- Un celular.
- El número de la pizzería.
- Dinero.

¡PUM! ¡PIZZA! 🍕",irony
tweet7019,"-Papá, ¿los hombres van al infierno? -Los solteros al morir, pero los casados lo pagamos por adelantado...",irony
tweet8731,"Mi sueño mas grande, es trabajar en una productora de películas porno, pa' comerme toda la pizza que los actores dejan.",unmasking
tweet8792,-Mamá hoy tuvimos un examen sorpresa en la escuela. -¿Y qué pasó hijo?  -Estuve muy sorprendido mamá :(,wordplay
tweet856,"Otro día sin ir al Gym, ya con este son 8 años.",unmasking
tweet13600,¿De qué murió el Capitán Garfio? ¡De un picor de cojones!,exaggeration
tweet20552,¿Qué debo decir en una reunión de alcohólicos anónimos si alguien estornuda?,absurd
tweet5257,"SEXY "" Es mi segundo nombre. "" NADA "" es el primero  
#chistes",unmasking
tweet18542,Algunas mujeres se enamoran con una sonrisa o con un beso... Para todas las demás existe Master Card #ChisteMachista,insults
tweet8208,"#CHISTE Un señor va a una óptica.
Disculpe, quiero comprar unos lentes.
¿Para sol?
No, para mí. #CHISTES rt",wordplay
tweet15540,"Era una chica tan fea, que cuando salía de campamento los lobos encendían fuego para que no se les acercara! #fb",absurd
tweet2047,Por fin encontré un mecánico honesto!!! Honestamente no sabe arreglar nada... by @hadacon #fb,irony
tweet23164,"¿Quieres sorprender a tu novia este 14 de febrero?

Preséntale a tu esposa.",absurd
tweet15892,"Madurar es fácil, lo difícil es no hacerle caras raras a un bebé cuando sus papás no están mirando.",reference
tweet20269,Las mujeres son como los chinos: nadie las entiende y están dominando el mundo.,analogy
tweet626,"Si el hombre que no trabaja se hace buey, el buey que no trabaja, ¿se hace hombre? #DudasExistenciales #fb",parody
tweet13258,Los feos deberíamos nacer al menos con dinero.,absurd
tweet5291,"El ""NO"" de las mujeres proviene del latín ""ruégame un poquito más"".",stereotype
tweet1962,"La ciencia dice: dos cuerpo no pueden ocupar el mismo espacio.

El chófer de la combi dice: se pueden acomodar tantito, ahí entran 7.",reference
tweet9682,"- Tus orgasmos eran reales?
--Fingidos.
—¿Y los demás?",wordplay
tweet18260,"Lugares más fríos del mundo.

5) Vostok: -89C
4) Domo Fuji: -93,4C
3) Friendzone: -99C
2) Corazón de mi ex: -198C
1) Pecho de Messi: -1000C",absurd
tweet15372,"🕖19:00

-Amor, ¿qué es más importante para vos, el fútbol o yo?

🕘21:00 hs

-Por supuesto que vos mi amor.",stereotype
tweet1990,"Si no te consideras lo suficientemente pobre, Spotify te lo puede recordar cada 2 canciones.",reference
tweet3641,Volcó un camion que llevaba mermeladas en la autopista. Hay Demoras.. #chistes,wordplay
tweet4979,España se dejó eliminar de la Eurocopa para apoyar a Messi. #Respect,exaggeration
tweet20740,"-Hola, ¿cómo estas? 
-Mal, ayer mataron a mis papás y mi casa se quemó. 
-Ah, qué mal. Oye, ¿me prestas tus apuntes de matemáticas?",unmasking
tweet2588,"—¿Cómo amaneció la princesa más bella del mundo?
—Chido carnal, con el chango descalabrado y el topo casi de fuera pero chido.",irony
tweet16398,"El amor no es necesario si tienes:

—Spotify.
—Twitter.
—Internet.
—Netflix.
—Comida.
—Cama.",absurd
tweet18615,"A veces en el camino encuentras personas que hacen que tu vida sea más bonito y estés más feliz. Taqueros, les llaman.",absurd
tweet14741,"–¿Cuáles son tus metas?
–Desayunar. 
–Pero a largo plazo. 
–Cenar.",absurd
tweet17946,"-En la escala del 1 al 10, ¿cuánto te gusta discutir?
-¿Puede ser del 1 al 15?
-No.
-¡La puta madre! ¿Por qué?",irony
tweet13490,"Como la vez que un pez quería ser locutor y cuando salió al aire se murió, JAJAJAJAJAJÁ, ¿chingo a mi madre verdad?",wordplay
tweet23485,"Amor, cuando nos casemos compartiré contigo todas tus desgracias -Pero si no tengo! -He dicho DESPUÉS de q nos casemos! by @pezborges",stereotype
tweet7145,"-¡Papá, papá, hoy me levanté con ganas de estudiar! 
-Muy bien, ¿Y qué vas a hacer? 
-Voy a volver para cama a ver si se me pasa
#chiste",irony
tweet19661,¡Se van a la mierda con la puta madre que los parió! ¡Basta de decir que los que no cogemos tenemos mal humor!,insults
tweet1692,"Los niños, los borrachos y la última conexión de whatsapp siempre dicen la verdad.",analogy
tweet5581,"Cuando una mujer es atenta, cariñosa y amorosa contigo, indudablemente está esperando el momento adecuado para hacerte daño. Tengan cuidado.",stereotype
tweet21627,Me quedan tan pocos amigos que le dije feliz día a uno de tránsito,exaggeration
tweet12517,"Terminar tu CV con un toque cultural como ""para mí Gaudí ha sido una gran influencia, por eso dejo todos mis trabajos a medias""",irony
tweet10715,Ya casi se termina noviembre y todavía no sé qué le voy a decir a mis tías cuando me pregunten por la novia en Navidad.,reference
tweet19243,Me encanta cuando llueve!!*creo q en otra vida fui ranita*,exaggeration
tweet13781,"—¿Qué pasó? traes los ojos muy rojos
—¡LO ACEPTO AMOR, FUMÉ MARIHUANA!
—A mí no me haces tonta, lloraste porque se murió Juan Gabriel. 🙄
—😭",unmasking
tweet22317,"-Mi prima se acostó con todo el edificio , menos con el portero.
-¿Es feo?
-No, es automático @rrouvier",embarrassment
tweet8340,"Si lo bueno tarda en llegar, entonces lo mío debe ser demasiado bueno.",irony
tweet22395,"— ¿Me puede vender un preservativo? — Disculpe, aquí le llamamos condón — Ok, me puede vender un DON preservativo!",misunderstanding
tweet16578,"—Mamá, ¿estoy peluda? —A LA MIERDA, ¡UN MONO QUE HABLA! —¡MAMÁAAA! —Aw, me dice ''mamá'', me lo quedo.",exaggeration
tweet23190,Le dijeron a la renga que escoja,wordplay
tweet15683,"-Me puedes enviar la presentación? -¿Por fax? -Sí, porfax, enviamelax.",wordplay
tweet20626,"Hoy quebre una silla de plástico cuando me senté, es obvio que no aguanto el peso del éxito 😎",irony
tweet15026,Un elefante jodiendo le pregunta a un camello: -¿Por que tienes los pechos en la espalda? -Y tú por qué tienes el pito en la cara.,absurd
tweet5520,"—Amor ¿Crees que soy chaparra? —Pues tienes una estatura común. —¿Tengo una estatura común? —Sí, Comúnduende, maldita enana. ¡JAJAJAJAJAJÁ!",embarrassment
tweet23625,"¡Es cierto que está el desfile de Carnaval!
Voy a ver si me lo pierdo...",irony
tweet800,"— Mamá, ¿el pollo engorda?
─ Si le das mucho de comer, tal vez.
─ Me refiero el pollo a mí
─ ¿Cómo te va a dar de comer un pollo, baboso?",misunderstanding
tweet23,"Cambié mi contraseña de Twitter por ''incorrecta'', si se me olvida, twitter me la recordará: Su contraseña es ''incorrecta''. Soy una genio",irony
tweet3105,"En tu familia, se destaca tu viejo en tango y tu vieja en tanga..",embarrassment
tweet11165,"Van dos granos de arena caminando por el desierto y le dice uno al otro: -Cuidado, no te des la vuelta, creo que nos siguen. #fb",absurd
tweet3407,"Que envidia la gente que come y no engorda, yo respiro y ya subí como 20 kilos. 😔",exaggeration
tweet13368,"Yo vivo a base de Vitamina C: Computadora, Celular, Cama.",absurd
tweet2190,"-Había un señor tan tacaño que veía la misa por televisión, y cuando venían las limosnas cambiaba el canal.
#Chis...",absurd
tweet547,¿Por qué el Jinete sin Cabeza no tiene amigos? ¡Porque no tiene Face! #fb,wordplay
tweet20185,- ¿Cómo se llama la mujer que lee las manos y tira las cartas? -Adivina - ¡Yo no se por eso te pregunto!,misunderstanding
tweet20104,Por qué nadie le dice a las jovencitas que se pongan protector 2839202 en la zona del bigote.,exaggeration
tweet794,Un tacaño y su novia pasan frente a un restaurante. Ella: -¡Qué bien huele! El: -¿Quieres pasar de nuevo?,unmasking
tweet22882,"Escucho mis playlists y ya no sé si soy una adolescente, un albañil, una señora, una anciana o un sacerdote.",reference
tweet18308,"Cada que alguien me dice: ""Tenemos que hablar"", empiezo a recordar todas las pendejadas que he hecho desde que nací.",reference
tweet18331,"Se me acaba de caer el celular y ya no funcionó 

LO NUESTRO.",unmasking
tweet9859,"¿Rogarte?... ¡Jajajajajaja!, ni que fueras mi mamá cuando no me deja salir.",irony
tweet495,¿Así es tu cara? ¿O te bautizaron con agua hirviendo?,exaggeration
tweet20256,Niño Argentino: -Mamá! Mamá! Cuando sea grande quiero ser como Vos! -¿Como sho? -Nooo! Como Vos Lightyear! by @Faribang #fb,wordplay
tweet16356,-Soñé contigo. -Awwww que tier... -Te morías.,unmasking
tweet2518,¿Qué le dijo el 0 al 8? ¡Que linda cinturita que tienes!,analogy
tweet6479,"Objetivo: Amar al prójimo
Obstáculo: El prójimo.",exaggeration
tweet19759,"No es Puta, es apta para todo tipo de público.",insults
tweet23675,"Jaimito le pregunta a su tía:
- Tía Paca, ¿para qué te pintas?
- Para estar más guapa, niño.
- ¿Y tarda mucho en ...",embarrassment
tweet1455,"Yo cavo.
Tú cavas.
Él cava.
Nosotros cavamos.
Ellos cavan.
Parece una estupidez, pero es profundo",wordplay
tweet22419,"—Buenas noches, ¿Aquí es el grupo de los adictos a Netflix?
—Así es, la siguiente sesión comienza en 10 segundos.
—Ok, me saltaré el intro.",absurd
tweet6336,"El alcohol no te dará las respuestas, pero borrará las preguntas.",wordplay
tweet12122,"Si el chofer del Uber tiene el tono de piel más claro que el de ustedes, pásenlo para atrás y manejen ustedes. Tengan un poquito de respeto.",insults
tweet423,"Toc, toc - quien es - lola - que lola?? - los ladrones... Bueno esperame que estoy con lame - que lame?? - lametralladora... #xD",wordplay
tweet9530,"#ReglasDeLaVida no importa en que cola del supermercado te pongas, la otra siempre va a avanzar más rápido"".",reference
tweet15492,Había una vez una tortuguita que fue a su primer día de clases y cuando llegó...  ¡Ya estaban de vacaciones!,absurd
tweet9194,"Mamá, papá, tome un decisión, voy a vivir solo. Afuera les dejé las maletas.",unmasking
tweet7200,"El que se ríe último, no entendió el chiste",parody
tweet19935,"—Abuelo, ¿Qué hacías durante la tercera guerra mundial?
—Le entre al mame en Twitter, fueron tiempos difíciles, casi me cierran la cuenta.",absurd
tweet12783,"- ¡¡Soldado, FIIIRME!
- ¿Dónde firmo, mi capitán? #chistes",wordplay
tweet19428,"-SÍ te quiero, pero es que soy muy complicada.

—UY PERDÓN HIJA DE BALDOR, FAMILIAR DEL CUBO RUBIK, SUDOKU NIVEL LEGENDARIO.",analogy
tweet21481,"— ¿Tiene experiencia en algún cargo administrativo? 
— Sí, administro varios grupos de WhatsApp.
— Ok, nosotros le llamamos.",misunderstanding
tweet4078,"— ¿Te caíste? —No, el piso me quería contar un secreto",embarrassment
tweet14817,"Oye, no encuentro mi celular, me ayudas mandándome un DM ¿por favor?, si dice ""Me gustas mucho"" estaría mejor, gracias.",unmasking
tweet23548,"En la peluquería: 

—Quedó bien, muchas gracias. 

En casa: 

—¡ME LLEVA LA CHINGADA!, ¿QUE CARAJO LE HIZO A MI CABEZA ESE PENDEJO?",reference
tweet23115,"Mami q diferencia hay entre 1 Puta y 1 Loca? 
Bueno hija a la Loca le pasan mil cosas x la cabeza y a la Puta le pasan mil cabezas x la cosa",wordplay
tweet5760,"—Te quiero
—¿Cuánto?
—Mucho
—¿Y cuánto es ""mucho""?
—Lo que tardas en contestarme los mensajes.
—Ah no, entonces si me quieres un chingo.",exaggeration
tweet9365,"— Soy una persona tranquila, paciente, gentil...
— Pero...
— ¡CÁLLATE QUE NO HE TERMINADO DE HABLAR MIERDA!",unmasking
tweet8501,"*Imaginémonos juntos por un minuto*

-Amor, adopté un perrito.
-¡Qué lindo amor! Ahora tenemos 83.",exaggeration
tweet11443,"Según Spotify lo que más escuché este año fue a mi morra decirme ""¿Otra vez vienes borracho?""",exaggeration
tweet20534,"Mi mujer me engaña 
¡Y a mi que me cuenta! Estoy es una tienda de fotos 
-Es que hay un cartel que dice “Entre y revele su rollo
#chistes",wordplay
tweet20295,"Soy el genio de la lámpara, gracias por liberarme... ¡Pídeme 3 deseos!.
.
-Vete, vete y quédate!.
.
-.... Ya me ha tocado la loca del coño!.",exaggeration
tweet20173,"Mamá, el hombre de al lado se está masturbando.
-Ignóralo, hijita.
-Lo haría, pero esta usando mi mano.",embarrassment
tweet3206,"Dos prostitutas en una esquina en plenas fiestas navideñas.
- Oye, Manoli, ¿tú qué le pides a los Reyes Magos?
- Yo, diez mil. Como a todos.",misunderstanding
tweet9792,"Receta: Tomas 1 POLLO, lo adobas bien, pones VINO, RON, VODKA y CERVEZA. Botas el pollo PAL CO#O y te tomas el caldito!",unmasking
tweet20865,"A WiFi robado, no se le mira las rayas de la señal.",reference
tweet4800,"HOY ES NOCHE DE #OSCARS
*foto de Oscar Magurno*
*foto de Oscar Javier Morales*
*foto de Oscar De León*
*risas grabadas*",wordplay
tweet2384,"—Amor, tengo sueño. —Pues duerme. —Tengo hambre. —Pues come. —Te amo. —¡QUE TE DUERMAS CARAJO!",absurd
tweet5987,"A todo se acostumbra uno, menos a trabajar, madrugar y estudiar.",irony
tweet18449,"No sé en qué round de la vida voy, pero me está acomodando una buena putiza.",analogy
tweet1384,¡Juro que no existen frases de ocho palabras!,absurd
tweet22892,"¿Tú crees en el amor eterno? -Pues claro, yo he tenido doce o trece de esos.",absurd
tweet21533,"Estoy pedo no pendejo.

— Yo pedo y pendejo.",absurd
tweet8676,No quiero ser alarmista pero mi padre tiene una empresa de alarmas y la voy a heredar.,wordplay
tweet15567,"Top 3 arruinadores de Navidad:

3. Scrooge.

2. Grinch.

1. Mi tía que nos hizo rezarle durante 45 minutos al Niño Dios antes de la cena.",unmasking
tweet20044,"""Quisiera tenerte de nuevo en mi cama."" 

—Andrea, 10 años. Su mamá le lavó su oso de peluche y aún no se seca.",absurd
tweet4694,"—Cruzaría el cielo, mar y tierra, pasaría descalzo entre espinas solo por verte.
—Aww qué lindo, ven a verme.
—No, porque esta lloviendo.",irony
tweet11481,"Beseme Dr.
-No puedo no es profesional va en contra de mi moral
-Beseme
-Es prohibido para mi es mas no deberíamos estar haciendo el amor",irony
tweet20040,"Fuera del perro, el libro es el mejor amigo del hombre. Dentro del perro, quizá esté muy oscuro para leer. #Frasescelebres",parody
tweet14147,"—Hija, ¿cuándo voy a conocer a tu novio? — Primero deja que yo lo conozca Má!",absurd
tweet6759,—¿Tiene pastillas contra la pereza? —Sí joven —¿Me podría dar una en la boca?,stereotype
tweet5109,"Lista de personas que les va bien en el amor:

— Tauro.
— Sagitario.
— Cáncer.
— Leo.
— A mi no.",embarrassment
tweet7845,"#SoyTanRománticoQue cuando te mando a la chingada, quiero irme contigo.",absurd
tweet23001,"Cariño mi mama se a tirar por la ventana. -Corre, toma las llaves y aparta el carro #XD #JAJAJA #RT",absurd
tweet2873,"Cuando salgo bien en una foto la subo a Facebook, Twitter, Instagram, Whatsapp y también la imprimo y la pego en la
nevera.",exaggeration
tweet771,*Según mi mamá* ¿Dolor de cabeza? Mucho celular. ¿Malas notas? Mucho celular. Me ¿Atropella un auto? Mucho celular.,exaggeration
tweet11078,Mamá! Mamá! el balcón no tiene barandillaaaaaaaaaaaaaaaaaaaaaaaaa!!!! Jaja!,irony
tweet1007,"En clase: 1+1=2. Ejercicios: 2+2=4. Examen: María compró 4 peras, 2 se las dio a Juan. Calcula la distancia de la tierra al sol.",exaggeration
tweet3189,"Mami, yo soy adoptado? -Oiga a este bobo, usted cree que si hubiera sido adoptado hubiéramos escogido el mas feo?",embarrassment
tweet11792,"—Oye guapo, qué ojos tan lindos tienes. 😏 
—Gracias, deberías verlos cuando veo a mi novia, hasta me brillan. 😍 TODOS LOS HOMBRES SIEMPRE",irony
tweet19181,"No te odio, pero digamos que estás en un incendio y tengo agua.. me la bebo!!",irony
tweet22326,Mi vecino siempre se levanta con el pie izquierdo... le falta una gamba.,irony
tweet21957,"-Chofer, no vaya tan rápido que me mareo. -No se preocupe y haga como yo: Cierre los ojos.",absurd
tweet2922,"Como cuando vas a un restaurante caro y empiezas a leer en árabe de derecha a izquierda, primero el precio y luego el platillo.",reference
tweet15549,"- ¿Nivel de inglés?
- Alto. 
- Traduzca ""amarillo"". 
- Yellow. 
- Úselo en una frase. 
- Me da un vaso con mucho yellow por favor? #chistes",wordplay
tweet23861,"Milenio: Mil años. Siglo: Cien años. Te amo por siempre: 2 meses. No vuelvo a tomar: Un día. Ok, no te vuelvo a molestar: 5 minutos.",reference
tweet3513,"Si un policia me para y me dice papeles, y yo le digo tijeras. ... ¿Gano yo no?  #chistes  #SosViejo",wordplay
tweet16139,"Fresa con bata blanca ensangrentada - Médico.

Naco con bata blanca ensangrentada - Carnicero.",stereotype
tweet20524,"-Mi amor, ¿sabes dónde me urge darte un beso?
-Ahí vas de puerco otra vez. 
-En la iglesia frente a todos cuando nos casemos.",unmasking
tweet3875,"—¿Usted vino a estudiar o a platicar? 
—Mire profesor, en realidad vine porque mi mamá me obligó.",reference
tweet9037,No mams cajero estás viendo que vine a sacar $50 y todavía me preguntas si quiero donar $9.,reference
tweet22114,"-Yo soy un hombre que se ha hecho a sí mismo.

-¿Y por qué no te pusiste más polla?

-¡María, no empieces!",embarrassment
tweet5961,¿Qué le dijo la crema al azúcar? -¡Nos vemos en el café! #fb,absurd
tweet14822,Las tareas de búsqueda del avión malayo son una broma si lo comparas con encontrar a la defensa del Chelsea en el gol de Pastore.,analogy
tweet16204,"—¿Cogemos?
—No luis, ahorita no.
—¿Qué tiene? Somos novios, nos amamos...
—Pero estamos en el velorio de mi abuelita, no respeta.",absurd
tweet18376,"hay gente que posta cree que hay una edad determinada para ver películas de disney, yo por poco no voy al cine disfrazada de elastigirl",exaggeration
tweet7157,"- Cervantes es el mejor escritor que jamás he leído.
- ¿Ah sí?. ¿Y cuál de sus libros te gusta más?
- Que jamás h...",misunderstanding
tweet22154,Si yo soy boludo Pinino Mas,wordplay
tweet22073,"-¿Quiere a esta mujer como legítima esposa?
-Sí, quiero.
-Por favor, responda sin hacer el signo de las comillas.",irony
tweet12619,El netflix ese a que hora lo dan,misunderstanding
tweet1392,Sabes que Diosito te odia cuando te acabas de bañar e inmediatamente te dan ganas de cagar.,reference
tweet14090,"Mamá, cuéntame un chiste... - No, hijo, mejor ayúdame a limpiar, sí? - ...JAJAJAJAJA, ese estuvo genial!!!!",misunderstanding
tweet6714,"Típico: — Mamá, te llaman. —¿Quién? — No sé.",reference
tweet22132,"Una niña le pregunta a su madre:
- ¿Me queda bien este vestido de bailarina?.
- Sí, pero se te ve un poco la sill...",unmasking
tweet4855,"—Hija, quien es ese muchacho tan guapo, educado, que te respeta y te trata tan bien, no me digas que es tu...

—Sí mamá, es mi mejor amigo.",reference
tweet3933,"SI NO FUMASTE MARIHUANA EN LOS PASILLOS DEL JARDIN DE INFANTES
NO TUVISTE INFANCIA
#frases",exaggeration
tweet20301,"-¿Sabes querida? Cuando hablas me recuerdas al mar.
- Qué bonito! No sabía que te impresionara tanto...
- No me impresionas.¡me mareas!. #RT",embarrassment
tweet11445,"—Hijo, ¿Eres futbolista? —No, mamá ¿Por qué? —¿Y ESA PELOTA? —JAJAJA ¡YA MAMÁ, DEJA EN PAZ A MI NOVIA!",insults
tweet18745,Si los monstruos salen del armario... ¿es porque son gay?,absurd
tweet20322,"el infierno es como el cielo, pero lleno de gente conocida.",analogy
tweet13625,"Les guste o no les guste, todos los hombres delante de sus amigos se refieren a ustedes como ""mi vieja"". Es de putitos decir ""mi novia"".",stereotype
tweet23331,"En clase de inglés:
– Profe, ¿qué significa higher?
– Más alto.
–¡ ¡¿QUÉ SIGNIFICA HIGHEEER?!!",misunderstanding
tweet21534,"-papá papá, como nací yo? 
- veraz, todo comenzó cuándo fui a la farmacia y estaba cerrada! #XD",misunderstanding
tweet5135,estoy en esa fase de la abstención en la que voy de camino a comprar cigarros,wordplay
tweet5678,"—Amiga, regresé con mi ex.
—¿El que te puso el cuerno?
—Sí, pero está arrepentido, ¿qué opinas?
—Si ser pendeja te hace feliz, te apoyo.",insults
tweet3506,"- Mami, ¿a que no adivinas dónde estoy?
- Hijo, ahora no puedo hablar, llámame luego.
- No puedo, sólo tengo derecho a una llamada...",unmasking
tweet4031,"Van dos gordas caminando: -Oye, huele a pelo quemado, ¿no? -Bueno, caminemos más despacio...",absurd
tweet22294,"-Una orden de tacos, pero con salsa de la que no pica.
-Claro que sí joven. ¿En plato normal o de princesa de Disney?",embarrassment
tweet13317,"Si eres hombre, no importa lo que hagas o dejes de hacer, siempre habrá una mujer enojada contigo en algún rincón del mundo.",reference
tweet7010,"Estoy feliz, uso Twitter
Estoy triste, uso Twitter
Estoy con celos, uso Twitter
No quiero socializar, uso Twitter
Pasa algo, uso Twitter.",reference
tweet7978,"Qué bonito es cuando la persona que te gusta, ignora a las demás para hablar contigo. Nunca me ha pasado, pero ha de ser bonito.",unmasking
tweet2895,"—Doctor, necesito algo que me quite estas pinches ganas de fumar.
—Tenga, un cigarro.
—Gracias.
—Para servirle.",absurd
tweet22799,"-Hijo, algún día todo esto que ves será tuyo -Pero papá, soy ciego -Y yo pobre JAJAJA",absurd
tweet3318,"-Hijo, tu flojera te va a llevar a lo peor! -Pero por lo menos me va a llevar y no tengo que caminar! #fb",exaggeration
tweet12868,"Adivinen quién está con todas las pilas hoy... Exacto, algún representante de Duracell.",wordplay
tweet16809,"-Se murió la cantante de Cranberries
-Te pedí una muzza y un fainá",misunderstanding
tweet1975,"Señoras y señoritas, casadas y solteritas, se las meten estiraditas y se las sacan arrugaditas. (Las medias de nylon) #fb",wordplay
tweet18774,"Cuando estés muy triste, lee este hermoso y bello tuit.

(Ahorita no idiotas. Cuando estén tristes)",irony
tweet1847,En twitter aprendí que no soy el único que habla solo.,exaggeration
tweet13427,"—¿Nivel de inglés?

—Alto.

—Diga una frase con «Tell Me Now».

—Para el Bayern la Champions se ha Tell Me Now...

—Contratado.",wordplay
tweet12799,¿Por qué las LOCAS no tocan la guitarra? Porque es un instrumento de CUERDAS...,wordplay
tweet13312,"-Hija, ¿cómo se llama ese alemán que me hace olvidar las cosas? -Alzheimer mamá, Alzheimer! #ChisteClasico",wordplay
tweet16605,A WhastaApp le falta un botón de “Ya vi que estás en línea y no me vas a contestar y pues chinga tu madre”.,reference
tweet14016,Primero Javier Duarte y ahora Luis Miguel. Si están arrestado por ser gordos ya estuvo que mejor mañana me entrego. 😭,exaggeration
tweet7162,Estas viendo que traigo una playera de Dragon Ball con Vegeta coloreado con diamantina y todavía preguntas si soy virgen.,reference
tweet4243,"#MeEnamoraQue cocines como mi Mamá, prepares las bebidas como mi Papá, sepas de Futbol como yo, pero cojas como Estrella Porno.",analogy
tweet21422,"Ha estado lloviendo durante dos días y mi primito no deja de mirar por la ventana. Si sigue así, tendré que dejarlo entrar",unmasking
tweet18226,Tipico: despertarse cada día con sueño y luego irse a dormir sin sueño.,reference
tweet9180,Sabes que te estás haciendo mayor cuando la galería de tu móvil se llena de fotos de bebés,reference
tweet20598,"Mi novia me dejó porque me gusta el reggaetón, pero volverá para seducirme otra vez, besarme otra vez, volverme a poner el mundo al revés.",parody
tweet7152,"#OjalaPagaranPor las veces que decimos ''Este año si me pongo las pilas en el estudio"". Todos seriamos millonarios.",reference
tweet2371,"1ra escena: George Michael, 2da: Juan Gabriel, 3ra Ricky Martin, ¿cómo se llama la obra? Los ex-men.",unmasking
tweet8075,"—Mamá, te juro que no vuelvo a tomar.

—¿Y si tomas qué te hago? 

—Unos chilaquiles bien picosos para la cruda, por fa.",unmasking
tweet20030,"No manche jefa, claro que es normal que para el primer día de clases nos pidan un pomo de Bacardi.",absurd
tweet23263,"Qué haces en Twitter?
-Humor inteligente.
-Repito!. Qué haces en Twitter?.
-A ver si follo.",reference
tweet292,"- Tengo hambre - Que quieres comer? - Tus labios, para besarte como si no hubiese mañana - Aww ¿En serio? - No, pásame las galletitas.",irony
tweet18758,"—Papá, ¿qué es modestia?
—No alardear de los méritos propios.
—Qué listo eres, papá.
—Lo sé; soy el puto amo, un crack.",exaggeration
